2226 - 0m :2s : 226ms :     tm 26.33, hd 51.65, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 12381, eth 16219, lux 2830.74, als 5329, wh 9456, ori 0.00 0.00 0.00, gyr 0.00 0.00 0.00, lin 0.00 0.00 0.00, mag 0.00 0.00 0.00, accl 0.00 0.00 0.00, grav 0.00 0.00 0.00, xpos 0.00, ypos 0.00, head 0.00
144124 - 2m :24s : 124ms :     tm 26.06, hd 52.51, he 0, iaq , tvoc 248, eco2 400, iaqr , h2 14429, eth 18354, lux 2813.80, als 5292, wh 9250, ori 359.38 -85.56 -175.56, gyr 0.01 0.01 -0.00, lin -0.15 -0.11 0.05, mag 14.88 -4.00 30.75, accl -9.93 0.63 0.00, grav -9.77 0.74 -0.05, xpos -4482633.11, ypos -44531.61, head -0.07
144613 - 2m :24s : 613ms :     tm 26.05, hd 52.58, he 0, iaq , tvoc 251, eco2 400, iaqr , h2 14427, eth 18351, lux 2812.63, als 5290, wh 9247, ori 359.44 -85.62 -175.62, gyr 0.00 0.00 -0.00, lin -0.12 -0.04 0.04, mag 13.75 -4.25 31.56, accl -9.90 0.70 0.00, grav -9.77 0.74 -0.05, xpos -4496980.37, ypos -49314.03, head -0.06
145097 - 2m :25s : 97ms :     tm 26.06, hd 52.60, he 0, iaq , tvoc 244, eco2 400, iaqr , h2 14432, eth 18361, lux 2810.30, als 5293, wh 9236, ori 359.50 -85.62 -175.62, gyr 0.01 -0.00 -0.00, lin -0.14 -0.09 0.00, mag 14.50 -3.19 31.19, accl -9.92 0.64 -0.05, grav -9.77 0.74 -0.05, xpos -4513378.29, ypos -59855.55, head -0.07
145582 - 2m :25s : 582ms :     tm 26.02, hd 52.57, he 0, iaq , tvoc 250, eco2 400, iaqr , h2 14425, eth 18351, lux 2813.80, als 5282, wh 9245, ori 359.62 -85.62 -175.69, gyr 0.01 0.02 -0.02, lin -0.11 -0.03 0.04, mag 15.19 -3.19 31.56, accl -9.89 0.69 0.00, grav -9.77 0.73 -0.05, xpos -4526315.66, ypos -63383.93, head -0.05
146069 - 2m :26s : 69ms :     tm 26.05, hd 52.52, he 0, iaq , tvoc 249, eco2 400, iaqr , h2 14429, eth 18356, lux 2804.46, als 5276, wh 9277, ori 359.62 -85.69 -175.69, gyr -0.11 0.01 0.01, lin -0.40 -0.15 0.46, mag 15.56 -4.00 30.50, accl -10.18 0.57 0.42, grav -9.77 0.73 -0.04, xpos -4573749.46, ypos -81171.60, head -0.19
146551 - 2m :26s : 551ms :     tm 26.03, hd 52.49, he 0, iaq , tvoc 243, eco2 400, iaqr , h2 14430, eth 18357, lux 2802.71, als 5273, wh 9253, ori 359.94 -85.75 -175.75, gyr 0.02 0.00 0.00, lin -0.29 0.03 -0.18, mag 14.56 -4.38 30.75, accl -10.07 0.75 -0.24, grav -9.78 0.71 -0.06, xpos -4607436.44, ypos -77686.74, head -0.14
147040 - 2m :27s : 40ms :     tm 26.03, hd 52.49, he 0, iaq , tvoc 245, eco2 400, iaqr , h2 14439, eth 18366, lux 2802.13, als 5272, wh 9234, ori 359.81 -85.69 -175.69, gyr 0.01 0.01 -0.00, lin -0.12 0.04 0.10, mag 14.88 -4.06 30.38, accl -9.90 0.77 0.06, grav -9.77 0.73 -0.03, xpos -4621783.70, ypos -72904.32, head -0.06
147525 - 2m :27s : 525ms :     tm 26.03, hd 52.43, he 0, iaq , tvoc 246, eco2 400, iaqr , h2 14438, eth 18372, lux 2803.88, als 5272, wh 9248, ori 359.94 -85.69 -175.69, gyr -0.01 -0.01 0.00, lin -0.11 -0.02 0.13, mag 15.69 -3.69 31.50, accl -9.89 0.70 0.07, grav -9.77 0.73 -0.06, xpos -4634721.08, ypos -75256.57, head -0.05
148009 - 2m :28s : 9ms :     tm 26.03, hd 52.44, he 0, iaq , tvoc 239, eco2 400, iaqr , h2 14435, eth 18366, lux 2802.71, als 5264, wh 9228, ori 0.06 -85.69 -175.69, gyr -0.00 0.00 -0.00, lin -0.15 -0.10 -0.02, mag 15.25 -3.25 30.38, accl -9.93 0.62 -0.09, grav -9.77 0.72 -0.06, xpos -4652290.28, ypos -86969.37, head -0.07
148495 - 2m :28s : 495ms :     tm 26.03, hd 52.48, he 0, iaq , tvoc 241, eco2 400, iaqr , h2 14429, eth 18363, lux 2796.87, als 5263, wh 9224, ori 0.12 -85.75 -175.75, gyr 0.00 0.01 -0.00, lin -0.12 0.00 0.00, mag 15.25 -3.00 30.38, accl -9.90 0.72 -0.03, grav -9.77 0.72 -0.04, xpos -4666462.04, ypos -86969.37, head -0.06
148989 - 2m :28s : 989ms :     tm 26.03, hd 52.39, he 0, iaq , tvoc 246, eco2 400, iaqr , h2 14435, eth 18365, lux 2810.88, als 5287, wh 9248, ori 0.25 -85.88 -175.88, gyr 0.01 0.02 -0.01, lin -0.13 -0.06 0.07, mag 15.69 -3.69 30.38, accl -9.91 0.64 0.02, grav -9.78 0.70 -0.04, xpos -4682324.38, ypos -94290.45, head -0.06
149473 - 2m :29s : 473ms :     tm 26.03, hd 52.37, he 0, iaq , tvoc 238, eco2 400, iaqr , h2 14434, eth 18367, lux 2807.96, als 5276, wh 9260, ori 0.31 -85.81 -175.81, gyr 0.02 0.01 -0.00, lin -0.13 -0.07 0.08, mag 16.75 -3.00 28.75, accl -9.91 0.63 0.00, grav -9.78 0.70 -0.07, xpos -4697551.02, ypos -102489.41, head -0.06
149958 - 2m :29s : 958ms :     tm 26.02, hd 52.34, he 0, iaq , tvoc 243, eco2 400, iaqr , h2 14434, eth 18368, lux 2802.13, als 5279, wh 9256, ori 0.31 -85.75 -175.81, gyr 0.01 0.02 -0.01, lin -0.10 0.00 0.15, mag 14.88 -4.06 29.50, accl -9.88 0.71 0.08, grav -9.78 0.71 -0.06, xpos -4709312.27, ypos -102489.41, head -0.05
150444 - 2m :30s : 444ms :     tm 26.00, hd 52.38, he 0, iaq , tvoc 231, eco2 400, iaqr , h2 14435, eth 18374, lux 2816.72, als 5295, wh 9270, ori 0.50 -85.81 -175.88, gyr 0.01 0.00 -0.01, lin -0.11 0.04 0.05, mag 14.25 -4.06 28.75, accl -9.89 0.75 -0.05, grav -9.78 0.70 -0.10, xpos -4722303.05, ypos -97765.49, head -0.05
150930 - 2m :30s : 930ms :     tm 26.02, hd 52.36, he 0, iaq , tvoc 228, eco2 400, iaqr , h2 14442, eth 18388, lux 2813.80, als 5292, wh 9263, ori 0.56 -85.75 -175.81, gyr 0.02 0.01 -0.01, lin -0.10 0.21 -0.18, mag 14.25 -3.56 27.69, accl -9.88 0.92 -0.33, grav -9.78 0.70 -0.14, xpos -4734112.85, ypos -72964.91, head -0.05
151416 - 2m :31s : 416ms :     tm 26.03, hd 52.39, he 0, iaq , tvoc 233, eco2 400, iaqr , h2 14437, eth 18377, lux 2813.80, als 5292, wh 9248, ori 0.50 -85.69 -175.81, gyr -0.01 -0.00 0.02, lin -0.08 0.17 0.11, mag 13.56 -2.56 26.56, accl -9.86 0.89 -0.04, grav -9.77 0.71 -0.16, xpos -4743560.69, ypos -52888.25, head -0.04
151899 - 2m :31s : 899ms :     tm 26.05, hd 52.39, he 0, iaq , tvoc 237, eco2 400, iaqr , h2 14438, eth 18382, lux 2806.21, als 5282, wh 9216, ori 0.00 -85.44 -175.56, gyr -0.01 -0.02 0.00, lin -0.11 0.00 0.04, mag 14.56 -3.00 26.50, accl -9.89 0.75 -0.09, grav -9.77 0.75 -0.14, xpos -4756391.58, ypos -52888.25, head -0.05
152384 - 2m :32s : 384ms :     tm 26.00, hd 52.39, he 0, iaq , tvoc 234, eco2 400, iaqr , h2 14440, eth 18372, lux 2809.13, als 5286, wh 9204, ori 0.25 -85.75 -175.75, gyr -0.02 -0.03 0.00, lin -0.12 -0.12 0.19, mag 13.50 -2.56 28.88, accl -9.90 0.60 0.13, grav -9.77 0.72 -0.05, xpos -4770505.08, ypos -67001.75, head -0.06
152870 - 2m :32s : 870ms :     tm 26.02, hd 52.41, he 0, iaq , tvoc 238, eco2 400, iaqr , h2 14431, eth 18383, lux 2819.64, als 5302, wh 9203, ori 0.31 -85.81 -175.81, gyr 0.09 0.00 -0.01, lin -0.15 0.01 -0.15, mag 12.25 -3.25 28.88, accl -9.93 0.72 -0.17, grav -9.78 0.71 -0.02, xpos -4788219.78, ypos -65820.77, head -0.07
153353 - 2m :33s : 353ms :     tm 26.02, hd 52.40, he 0, iaq , tvoc 236, eco2 400, iaqr , h2 14436, eth 18382, lux 2831.91, als 5323, wh 9219, ori 0.38 -85.81 -175.81, gyr -0.02 0.02 -0.02, lin -0.12 0.00 0.03, mag 12.25 -2.88 29.06, accl -9.90 0.70 0.01, grav -9.78 0.71 -0.01, xpos -4802217.12, ypos -65820.77, head -0.06
153838 - 2m :33s : 838ms :     tm 26.00, hd 52.46, he 0, iaq , tvoc 237, eco2 400, iaqr , h2 14432, eth 18378, lux 2826.06, als 5313, wh 9200, ori 0.38 -85.75 -175.75, gyr 0.01 -0.00 -0.01, lin -0.13 0.18 0.14, mag 11.25 -2.06 29.88, accl -9.89 0.81 0.12, grav -9.78 0.71 -0.01, xpos -4817506.75, ypos -44650.52, head -0.06
154325 - 2m :34s : 325ms :     tm 26.00, hd 52.42, he 0, iaq , tvoc 233, eco2 400, iaqr , h2 14437, eth 18385, lux 2824.31, als 5318, wh 9210, ori 0.38 -85.69 -175.69, gyr 0.02 -0.01 -0.00, lin -0.14 0.17 -0.01, mag 11.88 -2.88 29.56, accl -9.92 0.90 -0.02, grav -9.77 0.72 -0.01, xpos -4834108.58, ypos -24491.16, head -0.07
154807 - 2m :34s : 807ms :     tm 26.02, hd 52.44, he 0, iaq , tvoc 225, eco2 400, iaqr , h2 14447, eth 18379, lux 2843.60, als 5338, wh 9245, ori 0.44 -85.69 -175.69, gyr -0.01 -0.02 -0.01, lin -0.11 -0.13 -0.09, mag 12.69 -1.75 29.06, accl -9.89 0.59 -0.11, grav -9.77 0.73 -0.02, xpos -4846886.40, ypos -39592.22, head -0.05
155295 - 2m :35s : 295ms :     tm 25.99, hd 52.37, he 0, iaq , tvoc 227, eco2 400, iaqr , h2 14446, eth 18387, lux 2840.67, als 5338, wh 9216, ori 0.12 -85.50 -4.38, gyr -0.01 0.01 -0.02, lin -0.15 -0.06 0.00, mag 11.88 -3.19 28.75, accl -9.93 0.69 0.04, grav -9.77 0.75 0.04, xpos -4864747.20, ypos -46736.54, head -0.07
155777 - 2m :35s : 777ms :     tm 25.97, hd 52.41, he 0, iaq , tvoc 227, eco2 400, iaqr , h2 14450, eth 18389, lux 2840.09, als 5337, wh 9219, ori 0.19 -85.50 -4.44, gyr 0.03 0.00 -0.01, lin -0.12 0.03 0.07, mag 11.56 -2.50 29.56, accl -9.90 0.79 0.11, grav -9.77 0.76 0.04, xpos -4878686.64, ypos -43251.68, head -0.06
156262 - 2m :36s : 262ms :     tm 26.02, hd 52.35, he 0, iaq , tvoc 219, eco2 400, iaqr , h2 14447, eth 18392, lux 2837.17, als 5332, wh 9220, ori 0.31 -85.56 -4.38, gyr -0.00 -0.00 -0.00, lin -0.11 0.01 0.06, mag 12.69 -2.88 28.75, accl -9.89 0.77 0.10, grav -9.77 0.75 0.03, xpos -4891624.01, ypos -42075.55, head -0.05
156749 - 2m :36s : 749ms :     tm 25.97, hd 52.40, he 0, iaq , tvoc 225, eco2 400, iaqr , h2 14452, eth 18395, lux 2838.92, als 5330, wh 9223, ori 0.38 -85.50 -4.44, gyr 0.02 0.00 -0.00, lin -0.13 -0.02 0.01, mag 11.56 -2.50 29.50, accl -9.90 0.73 0.04, grav -9.77 0.75 0.03, xpos -4907040.00, ypos -44447.24, head -0.06
157231 - 2m :37s : 231ms :     tm 26.00, hd 52.39, he 0, iaq , tvoc 218, eco2 400, iaqr , h2 14453, eth 18408, lux 2836.58, als 5335, wh 9220, ori 0.44 -85.50 -4.44, gyr 0.00 0.00 -0.01, lin -0.12 0.01 0.00, mag 11.88 -3.19 29.06, accl -9.89 0.77 0.03, grav -9.77 0.75 0.02, xpos -4920979.43, ypos -43285.62, head -0.06
157715 - 2m :37s : 715ms :     tm 25.99, hd 52.40, he 0, iaq , tvoc 216, eco2 400, iaqr , h2 14456, eth 18403, lux 2832.49, als 5324, wh 9210, ori 0.50 -85.50 -4.38, gyr 0.02 0.01 -0.01, lin -0.12 0.07 0.00, mag 11.56 -3.19 29.56, accl -9.90 0.83 0.03, grav -9.77 0.75 0.02, xpos -4935034.79, ypos -35086.66, head -0.06
158204 - 2m :38s : 204ms :     tm 26.00, hd 52.33, he 0, iaq , tvoc 215, eco2 400, iaqr , h2 14454, eth 18409, lux 2830.15, als 5320, wh 9216, ori 0.50 -85.50 -4.44, gyr 0.00 0.00 -0.00, lin -0.13 0.00 0.06, mag 12.69 -1.75 29.06, accl -9.91 0.75 0.09, grav -9.77 0.75 0.02, xpos -4950577.66, ypos -35086.66, head -0.06
158686 - 2m :38s : 686ms :     tm 25.97, hd 52.36, he 0, iaq , tvoc 216, eco2 400, iaqr , h2 14445, eth 18397, lux 2832.49, als 5319, wh 9223, ori 0.50 -85.50 -4.44, gyr -0.00 -0.01 0.01, lin -0.10 0.06 0.01, mag 11.88 -1.38 29.56, accl -9.88 0.81 0.03, grav -9.77 0.75 0.02, xpos -4962193.86, ypos -28116.94, head -0.05
159169 - 2m :39s : 169ms :     tm 25.99, hd 52.34, he 0, iaq , tvoc 218, eco2 400, iaqr , h2 14447, eth 18397, lux 2836.00, als 5329, wh 9252, ori 0.50 -85.50 -4.44, gyr 0.01 0.00 -0.00, lin -0.12 0.01 -0.01, mag 11.25 -3.19 29.50, accl -9.92 0.76 0.00, grav -9.77 0.75 0.02, xpos -4976191.20, ypos -26950.50, head -0.06
159655 - 2m :39s : 655ms :     tm 26.00, hd 52.31, he 0, iaq , tvoc 221, eco2 400, iaqr , h2 14452, eth 18411, lux 2831.91, als 5332, wh 9268, ori 0.50 -85.50 -4.44, gyr -0.00 -0.00 0.00, lin -0.13 -0.09 -0.02, mag 10.88 -4.00 29.06, accl -9.91 0.66 0.00, grav -9.77 0.75 0.02, xpos -4991543.94, ypos -37579.32, head -0.06
160140 - 2m :40s : 140ms :     tm 25.99, hd 52.29, he 0, iaq , tvoc 217, eco2 400, iaqr , h2 14445, eth 18404, lux 2837.17, als 5332, wh 9281, ori 0.50 -85.50 -4.38, gyr 0.00 0.01 -0.01, lin -0.11 -0.10 -0.04, mag 11.88 -2.50 29.56, accl -9.88 0.65 -0.01, grav -9.77 0.75 0.03, xpos -5004481.31, ypos -49340.57, head -0.05
160623 - 2m :40s : 623ms :     tm 25.99, hd 52.29, he 0, iaq , tvoc 212, eco2 400, iaqr , h2 14455, eth 18415, lux 2826.65, als 5314, wh 9240, ori 0.44 -85.50 -4.44, gyr 0.02 0.02 -0.00, lin -0.15 0.00 -0.01, mag 11.88 -2.88 29.56, accl -9.89 0.77 -0.02, grav -9.77 0.76 0.04, xpos -5021977.99, ypos -49340.57, head -0.07
161108 - 2m :41s : 108ms :     tm 25.97, hd 52.29, he 0, iaq , tvoc 208, eco2 400, iaqr , h2 14459, eth 18409, lux 2830.15, als 5320, wh 9246, ori 0.38 -85.50 -4.44, gyr -0.00 -0.00 0.01, lin -0.10 0.03 0.14, mag 11.38 -3.19 29.50, accl -9.88 0.79 0.18, grav -9.77 0.76 0.04, xpos -5033739.24, ypos -45812.19, head -0.05
161594 - 2m :41s : 594ms :     tm 25.99, hd 52.28, he 0, iaq , tvoc 205, eco2 400, iaqr , h2 14458, eth 18409, lux 2825.48, als 5312, wh 9229, ori 0.31 -85.56 -4.38, gyr -0.03 -0.02 0.01, lin -0.13 0.24 -0.24, mag 12.50 -2.88 29.56, accl -9.91 1.00 -0.21, grav -9.77 0.75 0.03, xpos -5049091.98, ypos -17468.67, head -0.06
162077 - 2m :42s : 77ms :     tm 25.97, hd 52.24, he 0, iaq , tvoc 207, eco2 400, iaqr , h2 14452, eth 18409, lux 2833.08, als 5325, wh 9243, ori 0.38 -85.44 -4.44, gyr 0.07 0.02 0.01, lin -0.05 0.04 -0.12, mag 11.75 -2.06 29.00, accl -9.83 0.81 -0.08, grav -9.77 0.76 0.04, xpos -5054924.20, ypos -12802.89, head -0.02
162562 - 2m :42s : 562ms :     tm 25.97, hd 52.30, he 0, iaq , tvoc 211, eco2 400, iaqr , h2 14452, eth 18410, lux 2828.99, als 5318, wh 9242, ori 0.44 -85.44 -4.50, gyr -0.04 0.02 -0.03, lin -0.10 0.07 0.21, mag 11.75 -1.38 29.00, accl -9.87 0.84 0.24, grav -9.77 0.76 0.03, xpos -5066685.45, ypos -4570.02, head -0.05
163048 - 2m :43s : 48ms :     tm 25.97, hd 52.29, he 0, iaq , tvoc 206, eco2 400, iaqr , h2 14457, eth 18413, lux 2824.31, als 5310, wh 9247, ori 0.19 -85.50 -4.44, gyr -0.01 0.01 -0.00, lin -0.12 0.22 -0.22, mag 11.50 -2.56 29.00, accl -9.95 0.81 -0.14, grav -9.77 0.76 0.00, xpos -5080857.21, ypos 21411.54, head -0.06
163535 - 2m :43s : 535ms :     tm 25.97, hd 52.25, he 0, iaq , tvoc 212, eco2 400, iaqr , h2 14454, eth 18417, lux 2830.15, als 5322, wh 9245, ori 0.00 -85.31 -4.62, gyr 0.07 -0.01 0.00, lin -0.10 0.11 0.02, mag 13.00 -3.00 29.75, accl -9.88 0.90 0.05, grav -9.77 0.79 0.02, xpos -5092715.66, ypos 34455.84, head -0.05
164017 - 2m :44s : 17ms :     tm 25.96, hd 52.22, he 0, iaq , tvoc 210, eco2 400, iaqr , h2 14456, eth 18419, lux 2837.17, als 5335, wh 9253, ori 0.81 -85.31 -4.62, gyr 0.02 0.02 -0.02, lin -0.06 0.33 -0.13, mag 11.19 -3.25 29.69, accl -9.84 1.13 -0.12, grav -9.77 0.79 0.01, xpos -5099685.38, ypos 72789.30, head -0.03
164506 - 2m :44s : 506ms :     tm 25.97, hd 52.24, he 0, iaq , tvoc 204, eco2 400, iaqr , h2 14457, eth 18425, lux 2829.57, als 5319, wh 9258, ori 0.38 -85.69 -4.25, gyr -0.01 -0.02 0.02, lin -0.03 -0.08 0.18, mag 12.56 -2.50 28.56, accl -9.81 0.65 0.22, grav -9.77 0.73 0.03, xpos -5103272.20, ypos 63224.46, head -0.01
164987 - 2m :44s : 987ms :     tm 25.97, hd 52.24, he 0, iaq , tvoc 204, eco2 400, iaqr , h2 14459, eth 18422, lux 2830.74, als 5321, wh 9254, ori 0.25 -85.56 -4.38, gyr -0.00 0.01 0.00, lin -0.12 0.14 -0.11, mag 12.25 -1.75 29.38, accl -9.90 0.89 -0.07, grav -9.77 0.74 0.04, xpos -5117153.86, ypos 79419.73, head -0.06
165473 - 2m :45s : 473ms :     tm 25.96, hd 52.21, he 0, iaq , tvoc 200, eco2 400, iaqr , h2 14453, eth 18424, lux 2833.66, als 5328, wh 9260, ori 0.25 -85.56 -4.38, gyr 0.00 -0.00 0.00, lin -0.11 0.11 0.00, mag 12.25 -2.88 29.69, accl -9.90 0.84 0.02, grav -9.77 0.75 0.03, xpos -5130144.64, ypos 92410.51, head -0.05
165961 - 2m :45s : 961ms :     tm 25.97, hd 52.21, he 0, iaq , tvoc 207, eco2 400, iaqr , h2 14464, eth 18433, lux 2834.24, als 5325, wh 9255, ori 0.19 -85.56 -4.38, gyr -0.02 -0.01 0.00, lin -0.11 0.01 0.00, mag 11.88 -2.50 28.56, accl -9.89 0.77 0.03, grav -9.77 0.75 0.03, xpos -5143242.56, ypos 93601.23, head -0.05
166447 - 2m :46s : 447ms :     tm 25.95, hd 52.22, he 0, iaq , tvoc 197, eco2 400, iaqr , h2 14458, eth 18426, lux 2834.83, als 5328, wh 9263, ori 0.19 -85.56 -4.38, gyr 0.00 0.00 -0.00, lin -0.11 0.03 -0.06, mag 11.88 -3.19 29.38, accl -9.90 0.81 0.00, grav -9.77 0.75 0.04, xpos -5156233.34, ypos 97144.17, head -0.05
166934 - 2m :46s : 934ms :     tm 25.96, hd 52.21, he 0, iaq , tvoc 199, eco2 400, iaqr , h2 14466, eth 18426, lux 2835.41, als 5329, wh 9265, ori 0.19 -85.56 -4.38, gyr -0.00 -0.00 -0.00, lin -0.10 0.06 0.01, mag 12.69 -2.50 28.56, accl -9.88 0.82 0.06, grav -9.77 0.75 0.04, xpos -5168091.79, ypos 104259.24, head -0.05
167421 - 2m :47s : 421ms :     tm 25.97, hd 52.22, he 0, iaq , tvoc 200, eco2 400, iaqr , h2 14456, eth 18425, lux 2839.50, als 5336, wh 9282, ori 0.19 -85.56 -4.38, gyr 0.00 -0.01 -0.00, lin -0.13 0.08 0.00, mag 11.56 -2.06 29.69, accl -9.91 0.84 0.03, grav -9.77 0.75 0.04, xpos -5183507.77, ypos 113746.00, head -0.06
167903 - 2m :47s : 903ms :     tm 25.97, hd 52.21, he 0, iaq , tvoc 193, eco2 400, iaqr , h2 14464, eth 18441, lux 2838.92, als 5337, wh 9287, ori 0.19 -85.56 -4.38, gyr 0.00 -0.00 0.00, lin -0.13 0.05 -0.01, mag 12.25 -2.06 29.38, accl -9.91 0.80 0.02, grav -9.77 0.75 0.04, xpos -5198608.83, ypos 119554.10, head -0.06
168389 - 2m :48s : 389ms :     tm 25.97, hd 52.20, he 0, iaq , tvoc 196, eco2 400, iaqr , h2 14468, eth 18442, lux 2845.35, als 5342, wh 9281, ori 0.12 -85.56 -4.38, gyr -0.00 0.00 -0.01, lin -0.12 0.01 0.04, mag 11.88 -2.88 28.56, accl -9.89 0.76 0.09, grav -9.77 0.75 0.04, xpos -5212780.59, ypos 120735.08, head -0.06
168873 - 2m :48s : 873ms :     tm 25.97, hd 52.21, he 0, iaq , tvoc 195, eco2 400, iaqr , h2 14460, eth 18440, lux 2844.18, als 5344, wh 9289, ori 0.12 -85.56 -4.38, gyr 0.00 0.00 -0.00, lin -0.12 0.07 -0.04, mag 13.06 -1.75 28.56, accl -9.89 0.83 0.00, grav -9.77 0.75 0.04, xpos -5226835.95, ypos 128934.04, head -0.06
169360 - 2m :49s : 360ms :     tm 25.96, hd 52.19, he 0, iaq , tvoc 191, eco2 400, iaqr , h2 14469, eth 18445, lux 2844.76, als 5345, wh 9294, ori 0.12 -85.56 -4.38, gyr -0.01 -0.01 -0.00, lin -0.11 -0.04 0.00, mag 12.25 -2.50 29.38, accl -9.89 0.70 0.03, grav -9.77 0.75 0.04, xpos -5239880.25, ypos 124190.66, head -0.05
169843 - 2m :49s : 843ms :     tm 25.99, hd 52.21, he 0, iaq , tvoc 198, eco2 400, iaqr , h2 14459, eth 18436, lux 2844.76, als 5345, wh 9300, ori 0.12 -85.56 -4.38, gyr -0.00 -0.00 0.01, lin -0.10 0.15 -0.07, mag 11.88 -2.88 28.19, accl -9.92 0.91 0.00, grav -9.77 0.75 0.04, xpos -5251544.70, ypos 141687.33, head -0.05
170329 - 2m :50s : 329ms :     tm 25.97, hd 52.21, he 0, iaq , tvoc 194, eco2 400, iaqr , h2 14460, eth 18430, lux 2847.10, als 5355, wh 9295, ori 0.06 -85.56 -4.38, gyr -0.00 -0.01 -0.01, lin -0.12 0.00 -0.09, mag 12.25 -2.88 28.19, accl -9.90 0.74 -0.02, grav -9.77 0.75 0.06, xpos -5265716.46, ypos 141687.33, head -0.06
170814 - 2m :50s : 814ms :     tm 25.95, hd 52.19, he 0, iaq , tvoc 197, eco2 400, iaqr , h2 14462, eth 18444, lux 2843.60, als 5339, wh 9307, ori 0.00 -85.56 -4.38, gyr -0.01 -0.00 -0.00, lin -0.12 0.02 -0.06, mag 12.69 -3.56 30.88, accl -9.90 0.78 0.00, grav -9.77 0.75 0.06, xpos -5279829.96, ypos 144039.58, head -0.06
171297 - 2m :51s : 297ms :     tm 25.96, hd 52.21, he 0, iaq , tvoc 188, eco2 400, iaqr , h2 14462, eth 18443, lux 2879.87, als 5405, wh 9414, ori 2.00 -85.88 -175.88, gyr -0.63 0.17 -0.12, lin -0.63 -0.93 0.03, mag 12.19 -0.69 27.69, accl -10.91 -0.10 -0.25, grav -9.78 0.69 -0.05, xpos -5353315.99, ypos 35560.20, head -0.30
171782 - 2m :51s : 782ms :     tm 25.95, hd 52.22, he 0, iaq , tvoc 185, eco2 400, iaqr , h2 14468, eth 18447, lux 2863.48, als 5377, wh 9386, ori 1.69 -85.50 -4.44, gyr -0.11 -0.04 0.03, lin -0.14 0.30 0.19, mag 12.69 -0.75 28.19, accl -9.92 1.07 0.24, grav -9.77 0.76 0.05, xpos -5369781.74, ypos 70843.95, head -0.07
172266 - 2m :52s : 266ms :     tm 25.96, hd 52.20, he 0, iaq , tvoc 192, eco2 400, iaqr , h2 14461, eth 18440, lux 2866.41, als 5380, wh 9370, ori 1.38 -85.31 -4.62, gyr -0.02 -0.01 0.00, lin -0.11 0.14 -0.10, mag 13.06 -1.50 27.88, accl -9.89 0.94 -0.02, grav -9.77 0.79 0.07, xpos -5382665.82, ypos 87241.87, head -0.05
172747 - 2m :52s : 747ms :     tm 25.95, hd 52.17, he 0, iaq , tvoc 188, eco2 400, iaqr , h2 14466, eth 18447, lux 2868.16, als 5385, wh 9371, ori 1.38 -85.31 -4.56, gyr 0.01 0.00 -0.00, lin -0.15 0.10 -0.02, mag 11.69 -0.75 28.69, accl -9.92 0.89 0.05, grav -9.77 0.78 0.08, xpos -5400017.90, ypos 98809.92, head -0.07
173232 - 2m :53s : 232ms :     tm 25.93, hd 52.16, he 0, iaq , tvoc 182, eco2 400, iaqr , h2 14473, eth 18445, lux 2867.58, als 5390, wh 9385, ori 1.44 -85.44 -4.50, gyr 0.00 -0.00 -0.00, lin -0.11 0.20 -0.10, mag 12.25 -1.06 28.19, accl -9.89 0.94 -0.02, grav -9.77 0.77 0.07, xpos -5412955.27, ypos 122332.42, head -0.05
173727 - 2m :53s : 727ms :     tm 25.96, hd 52.22, he 0, iaq , tvoc 188, eco2 400, iaqr , h2 14460, eth 18436, lux 2872.26, als 5392, wh 9379, ori 1.38 -85.38 -4.50, gyr 0.00 0.01 -0.01, lin -0.11 0.17 0.11, mag 12.00 -0.38 27.50, accl -9.88 0.94 0.19, grav -9.77 0.77 0.07, xpos -5426431.65, ypos 143159.55, head -0.05
174208 - 2m :54s : 208ms :     tm 25.93, hd 52.21, he 0, iaq , tvoc 191, eco2 400, iaqr , h2 14462, eth 18452, lux 2872.26, als 5392, wh 9394, ori 1.56 -85.50 -4.44, gyr 0.00 0.00 -0.01, lin -0.11 0.03 -0.04, mag 12.25 -0.75 27.88, accl -9.88 0.79 0.01, grav -9.77 0.76 0.05, xpos -5439156.50, ypos 146629.96, head -0.05
174694 - 2m :54s : 694ms :     tm 25.96, hd 52.21, he 0, iaq , tvoc 184, eco2 400, iaqr , h2 14466, eth 18447, lux 2870.50, als 5387, wh 9397, ori 1.56 -85.50 -4.44, gyr -0.01 -0.01 0.00, lin -0.13 -0.01 0.02, mag 12.25 -0.75 28.19, accl -9.89 0.77 0.08, grav -9.77 0.76 0.07, xpos -5454509.24, ypos 145448.98, head -0.06
175181 - 2m :55s : 181ms :     tm 25.93, hd 52.22, he 0, iaq , tvoc 186, eco2 400, iaqr , h2 14468, eth 18453, lux 2873.43, als 5392, wh 9406, ori 1.62 -85.50 -4.38, gyr -0.00 -0.01 -0.01, lin -0.11 -0.15 -0.21, mag 13.06 -0.75 27.06, accl -9.89 0.60 -0.15, grav -9.77 0.75 0.05, xpos -5467553.54, ypos 127661.31, head -0.05
